"","tip","species","Lineage_Name","Alt_Lineage_Name","parasiteGenus","mal_original","Jetz.species","match","Scientific","id"
"1659","Strophocincla fairbanki","Trochalopteron fairbanki","MONFAI02","","Haemoproteus","Trochalopteron fairbanki",NA,NA,"Strophocincla fairbanki","MONFAI02 Strophocincla fairbanki"
"1660","Sturnella loyca","Sturnella loyca","CURCUR01","H22","Plasmodium","Sturnella loyca",NA,NA,"Sturnella loyca","CURCUR01 Sturnella loyca"
"1661","Sturnella superciliaris","Sturnella superciliaris","STUSUP01","P13","Plasmodium","Sturnella superciliaris","Sturnella_superciliaris","yes","Sturnella superciliaris","STUSUP01 Sturnella superciliaris"
"1662","Sturnus cineraceus","Sturnus cineraceus","SGS1","","Plasmodium","Sturnus cineraceus",NA,NA,"Sturnus cineraceus","SGS1 Sturnus cineraceus"
"1663","Sturnus unicolor","Sturnus unicolor","SYAT05","H235","Plasmodium","Sturnus unicolor","Sturnus_unicolor","yes","Sturnus unicolor","SYAT05 Sturnus unicolor"
"1664","Sturnus vulgaris","Sturnus vulgaris","LAMPUR01","","Haemoproteus","Sturnus vulgaris","Sturnus_vulgaris","yes","Sturnus vulgaris","LAMPUR01 Sturnus vulgaris"
"1665","Suiriri suiriri","Suiriri suiriri","SUISUI02","","Haemoproteus","Suiriri suiriri","Suiriri_suiriri","yes","Suiriri suiriri","SUISUI02 Suiriri suiriri"
"1666","Sylvia atricapilla","Sylvia atricapilla","SYAT22","","Leucocytozoon","Sylvia atricapilla","Sylvia_atricapilla","yes","Sylvia atricapilla","SYAT22 Sylvia atricapilla"
"1667","Sylvia atricapilla","Sylvia atricapilla","SYAT33","","Haemoproteus","Sylvia atricapilla","Sylvia_atricapilla","yes","Sylvia atricapilla","SYAT33 Sylvia atricapilla"
"1668","Sylvia atricapilla","Sylvia atricapilla","SGS1","","Plasmodium","Sylvia atricapilla","Sylvia_atricapilla","yes","Sylvia atricapilla","SGS1 Sylvia atricapilla"
"1669","Sylvia atricapilla","Sylvia atricapilla","SYAT10","","Haemoproteus","Sylvia atricapilla","Sylvia_atricapilla","yes","Sylvia atricapilla","SYAT10 Sylvia atricapilla"
"1670","Sylvia atricapilla","Sylvia atricapilla","COLL1","","Plasmodium","Sylvia atricapilla","Sylvia_atricapilla","yes","Sylvia atricapilla","COLL1 Sylvia atricapilla"
"1671","Sylvia atricapilla","Sylvia atricapilla","SYBOR15","","Haemoproteus","Sylvia atricapilla","Sylvia_atricapilla","yes","Sylvia atricapilla","SYBOR15 Sylvia atricapilla"
"1672","Sylvia atricapilla","Sylvia atricapilla","SYAT24","","Plasmodium","Sylvia atricapilla","Sylvia_atricapilla","yes","Sylvia atricapilla","SYAT24 Sylvia atricapilla"
"1673","Sylvia atricapilla","Sylvia atricapilla","SYAT17","","Haemoproteus","Sylvia atricapilla","Sylvia_atricapilla","yes","Sylvia atricapilla","SYAT17 Sylvia atricapilla"
"1674","Sylvia atricapilla","Sylvia atricapilla","SYAT04","","Haemoproteus","Sylvia atricapilla","Sylvia_atricapilla","yes","Sylvia atricapilla","SYAT04 Sylvia atricapilla"
"1675","Sylvia atricapilla","Sylvia atricapilla","SYAT07","","Haemoproteus","Sylvia atricapilla","Sylvia_atricapilla","yes","Sylvia atricapilla","SYAT07 Sylvia atricapilla"
"1676","Sylvia atricapilla","Sylvia atricapilla","SYAT01","","Haemoproteus","Sylvia atricapilla","Sylvia_atricapilla","yes","Sylvia atricapilla","SYAT01 Sylvia atricapilla"
"1677","Sylvia atricapilla","Sylvia atricapilla","SYAT36","","Haemoproteus","Sylvia atricapilla","Sylvia_atricapilla","yes","Sylvia atricapilla","SYAT36 Sylvia atricapilla"
"1678","Sylvia atricapilla","Sylvia atricapilla","SYAT03","","Haemoproteus","Sylvia atricapilla","Sylvia_atricapilla","yes","Sylvia atricapilla","SYAT03 Sylvia atricapilla"
"1679","Sylvia atricapilla","Sylvia atricapilla","SYAT20","","Leucocytozoon","Sylvia atricapilla","Sylvia_atricapilla","yes","Sylvia atricapilla","SYAT20 Sylvia atricapilla"
"1680","Sylvia atricapilla","Sylvia atricapilla","WW2","","Haemoproteus","Sylvia atricapilla","Sylvia_atricapilla","yes","Sylvia atricapilla","WW2 Sylvia atricapilla"
"1681","Sylvia atricapilla","Sylvia atricapilla","SYAT12","","Haemoproteus","Sylvia atricapilla","Sylvia_atricapilla","yes","Sylvia atricapilla","SYAT12 Sylvia atricapilla"
"1682","Sylvia atricapilla","Sylvia atricapilla","SFC8","","Leucocytozoon","Sylvia atricapilla","Sylvia_atricapilla","yes","Sylvia atricapilla","SFC8 Sylvia atricapilla"
"1683","Sylvia atricapilla","Sylvia atricapilla","SYAT02","","Haemoproteus","Sylvia atricapilla","Sylvia_atricapilla","yes","Sylvia atricapilla","SYAT02 Sylvia atricapilla"
"1684","Sylvia atricapilla","Sylvia atricapilla","SYAT13","","Haemoproteus","Sylvia atricapilla","Sylvia_atricapilla","yes","Sylvia atricapilla","SYAT13 Sylvia atricapilla"
"1685","Sylvia atricapilla","Sylvia atricapilla","REB11","","Leucocytozoon","Sylvia atricapilla","Sylvia_atricapilla","yes","Sylvia atricapilla","REB11 Sylvia atricapilla"
"1686","Sylvia atricapilla","Sylvia atricapilla","SYAT14","","Haemoproteus","Sylvia atricapilla","Sylvia_atricapilla","yes","Sylvia atricapilla","SYAT14 Sylvia atricapilla"
"1687","Sylvia atricapilla","Sylvia atricapilla","SYAT18","","Haemoproteus","Sylvia atricapilla","Sylvia_atricapilla","yes","Sylvia atricapilla","SYAT18 Sylvia atricapilla"
"1688","Sylvia atricapilla","Sylvia atricapilla","SYAT28","","Haemoproteus","Sylvia atricapilla","Sylvia_atricapilla","yes","Sylvia atricapilla","SYAT28 Sylvia atricapilla"
"1689","Sylvia atricapilla","Sylvia atricapilla","SYAT16","","Haemoproteus","Sylvia atricapilla","Sylvia_atricapilla","yes","Sylvia atricapilla","SYAT16 Sylvia atricapilla"
"1690","Sylvia atricapilla","Sylvia atricapilla","SYAT35","","Haemoproteus","Sylvia atricapilla","Sylvia_atricapilla","yes","Sylvia atricapilla","SYAT35 Sylvia atricapilla"
"1691","Sylvia atricapilla","Sylvia atricapilla","SYAT05","","Plasmodium","Sylvia atricapilla","Sylvia_atricapilla","yes","Sylvia atricapilla","SYAT05 Sylvia atricapilla"
"1692","Sylvia atricapilla","Sylvia atricapilla","PARUS1","","Haemoproteus","Sylvia atricapilla","Sylvia_atricapilla","yes","Sylvia atricapilla","PARUS1 Sylvia atricapilla"
"1693","Sylvia atricapilla","Sylvia atricapilla","SYAT11","","Haemoproteus","Sylvia atricapilla","Sylvia_atricapilla","yes","Sylvia atricapilla","SYAT11 Sylvia atricapilla"
"1694","Sylvia atricapilla","Sylvia atricapilla","SYAT44","H269","Haemoproteus","Sylvia atricapilla","Sylvia_atricapilla","yes","Sylvia atricapilla","SYAT44 Sylvia atricapilla"
"1695","Sylvia atricapilla","Sylvia atricapilla","GRW11","","Plasmodium","Sylvia atricapilla","Sylvia_atricapilla","yes","Sylvia atricapilla","GRW11 Sylvia atricapilla"
"1696","Sylvia atricapilla","Sylvia atricapilla","SYAT21","","Haemoproteus","Sylvia atricapilla","Sylvia_atricapilla","yes","Sylvia atricapilla","SYAT21 Sylvia atricapilla"
"1697","Sylvia atricapilla","Sylvia atricapilla","BT2","","Leucocytozoon","Sylvia atricapilla","Sylvia_atricapilla","yes","Sylvia atricapilla","BT2 Sylvia atricapilla"
"1698","Sylvia borin","Sylvia borin","SYBOR21","","Plasmodium","Sylvia borin","Sylvia_borin","yes","Sylvia borin","SYBOR21 Sylvia borin"
"1699","Sylvia borin","Sylvia borin","SFC8","","Leucocytozoon","Sylvia borin","Sylvia_borin","yes","Sylvia borin","SFC8 Sylvia borin"
"1700","Sylvia borin","Sylvia borin","SYBOR09","","Plasmodium","Sylvia borin","Sylvia_borin","yes","Sylvia borin","SYBOR09 Sylvia borin"
"1701","Sylvia borin","Sylvia borin","BT2","","Leucocytozoon","Sylvia borin","Sylvia_borin","yes","Sylvia borin","BT2 Sylvia borin"
"1702","Sylvia borin","Sylvia borin","WW2","","Haemoproteus","Sylvia borin","Sylvia_borin","yes","Sylvia borin","WW2 Sylvia borin"
"1703","Sylvia borin","Sylvia borin","SYBOR03","","Haemoproteus","Sylvia borin","Sylvia_borin","yes","Sylvia borin","SYBOR03 Sylvia borin"
"1704","Sylvia borin","Sylvia borin","SYBOR01","","Haemoproteus","Sylvia borin","Sylvia_borin","yes","Sylvia borin","SYBOR01 Sylvia borin"
"1705","Sylvia borin","Sylvia borin","SYBOR08","","Leucocytozoon","Sylvia borin","Sylvia_borin","yes","Sylvia borin","SYBOR08 Sylvia borin"
"1706","Sylvia borin","Sylvia borin","SYBOR05","","Plasmodium","Sylvia borin","Sylvia_borin","yes","Sylvia borin","SYBOR05 Sylvia borin"
"1707","Sylvia borin","Sylvia borin","SYBOR06","","Leucocytozoon","Sylvia borin","Sylvia_borin","yes","Sylvia borin","SYBOR06 Sylvia borin"
"1708","Sylvia borin","Sylvia borin","HIICT1","","Haemoproteus","Sylvia borin","Sylvia_borin","yes","Sylvia borin","HIICT1 Sylvia borin"
"1709","Sylvia borin","Sylvia borin","SGS1","","Plasmodium","Sylvia borin","Sylvia_borin","yes","Sylvia borin","SGS1 Sylvia borin"
"1710","Sylvia borin","Sylvia borin","SYBOR04","","Haemoproteus","Sylvia borin","Sylvia_borin","yes","Sylvia borin","SYBOR04 Sylvia borin"
"1711","Sylvia borin","Sylvia borin","SYBOR02","","Plasmodium","Sylvia borin","Sylvia_borin","yes","Sylvia borin","SYBOR02 Sylvia borin"
"1712","Sylvia borin","Sylvia borin","COLL2","COLL2","Haemoproteus","Sylvia borin","Sylvia_borin","yes","Sylvia borin","COLL2 Sylvia borin"
"1713","Sylvia borin","Sylvia borin","RTSR1","","Plasmodium","Sylvia borin","Sylvia_borin","yes","Sylvia borin","RTSR1 Sylvia borin"
"1714","Sylvia borin","Sylvia borin","SYBOR11","","Plasmodium","Sylvia borin","Sylvia_borin","yes","Sylvia borin","SYBOR11 Sylvia borin"
"1715","Sylvia borin","Sylvia borin","SYBOR22","","Leucocytozoon","Sylvia borin","Sylvia_borin","yes","Sylvia borin","SYBOR22 Sylvia borin"
"1716","Sylvia borin","Sylvia borin","GRW11","","Plasmodium","Sylvia borin","Sylvia_borin","yes","Sylvia borin","GRW11 Sylvia borin"
"1717","Sylvia borin","Sylvia borin","WW6","","Leucocytozoon","Sylvia borin","Sylvia_borin","yes","Sylvia borin","WW6 Sylvia borin"
"1718","Sylvia borin","Sylvia borin","CWT4","","Haemoproteus","Sylvia borin","Sylvia_borin","yes","Sylvia borin","CWT4 Sylvia borin"
"1719","Sylvia borin","Sylvia borin","SYBOR12","","Leucocytozoon","Sylvia borin","Sylvia_borin","yes","Sylvia borin","SYBOR12 Sylvia borin"
"1720","Sylvia borin","Sylvia borin","SYBOR07","","Leucocytozoon","Sylvia borin","Sylvia_borin","yes","Sylvia borin","SYBOR07 Sylvia borin"
"1721","Sylvia borin","Sylvia borin","PARUS1","","Haemoproteus","Sylvia borin","Sylvia_borin","yes","Sylvia borin","PARUS1 Sylvia borin"
"1722","Sylvia borin","Sylvia borin","RECOB3","","Leucocytozoon","Sylvia borin","Sylvia_borin","yes","Sylvia borin","RECOB3 Sylvia borin"
"1723","Sylvia borin","Sylvia borin","SYBOR10","","Plasmodium","Sylvia borin","Sylvia_borin","yes","Sylvia borin","SYBOR10 Sylvia borin"
"1724","Sylvia borin","Sylvia borin","GRW02","","Plasmodium","Sylvia borin","Sylvia_borin","yes","Sylvia borin","GRW02 Sylvia borin"
"1725","Sylvia borin","Sylvia borin","TURDUS1","","Plasmodium","Sylvia borin","Sylvia_borin","yes","Sylvia borin","TURDUS1 Sylvia borin"
"1726","Sylvia borin","Sylvia borin","GRW09","","Plasmodium","Sylvia borin","Sylvia_borin","yes","Sylvia borin","GRW09 Sylvia borin"
"1727","Sylvia borin","Sylvia borin","SYBOR33","SYBOR6.SPAIN","Leucocytozoon","Sylvia borin","Sylvia_borin","yes","Sylvia borin","SYBOR33 Sylvia borin"
"1728","Sylvia borin","Sylvia borin","SYBOR15","","Haemoproteus","Sylvia borin","Sylvia_borin","yes","Sylvia borin","SYBOR15 Sylvia borin"
"1729","Sylvia cantillans","Sylvia cantillans","SFC8","H027","Leucocytozoon","Sylvia cantillans","Sylvia_cantillans","yes","Sylvia cantillans","SFC8 Sylvia cantillans"
"1730","Sylvia communis","Sylvia communis","CWT3","","Haemoproteus","Sylvia communis","Sylvia_communis","yes","Sylvia communis","CWT3 Sylvia communis"
"1731","Sylvia communis","Sylvia communis","GRW11","","Plasmodium","Sylvia communis","Sylvia_communis","yes","Sylvia communis","GRW11 Sylvia communis"
"1732","Sylvia communis","Sylvia communis","RECOB3","","Leucocytozoon","Sylvia communis","Sylvia_communis","yes","Sylvia communis","RECOB3 Sylvia communis"
"1733","Sylvia communis","Sylvia communis","CWT4","","Haemoproteus","Sylvia communis","Sylvia_communis","yes","Sylvia communis","CWT4 Sylvia communis"
"1734","Sylvia communis","Sylvia communis","WW2","","Haemoproteus","Sylvia communis","Sylvia_communis","yes","Sylvia communis","WW2 Sylvia communis"
"1735","Sylvia communis","Sylvia communis","SGS1","","Plasmodium","Sylvia communis","Sylvia_communis","yes","Sylvia communis","SGS1 Sylvia communis"
"1736","Sylvia communis","Sylvia communis","CWT2","","Haemoproteus","Sylvia communis","Sylvia_communis","yes","Sylvia communis","CWT2 Sylvia communis"
"1737","Sylvia communis","Sylvia communis","CWT7","","Haemoproteus","Sylvia communis","Sylvia_communis","yes","Sylvia communis","CWT7 Sylvia communis"
"1738","Sylvia conspicillata","Sylvia conspicillata","REB11","L-SC-GC2","Leucocytozoon","Sylvia conspicillata","Sylvia_conspicillata","yes","Sylvia conspicillata","REB11 Sylvia conspicillata"
"1739","Sylvia conspicillata","Sylvia conspicillata","RECOB3","L-SC-GC1","Leucocytozoon","Sylvia conspicillata","Sylvia_conspicillata","yes","Sylvia conspicillata","RECOB3 Sylvia conspicillata"
"1740","Sylvia conspicillata","Sylvia conspicillata","LK06","","Plasmodium","Sylvia conspicillata","Sylvia_conspicillata","yes","Sylvia conspicillata","LK06 Sylvia conspicillata"
"1741","Sylvia conspicillata","Sylvia conspicillata","CWT3","H-CWT3","Haemoproteus","Sylvia conspicillata","Sylvia_conspicillata","yes","Sylvia conspicillata","CWT3 Sylvia conspicillata"
"1742","Sylvia curruca","Sylvia curruca","PARUS1","","Haemoproteus","Sylvia curruca","Sylvia_curruca","yes","Sylvia curruca","PARUS1 Sylvia curruca"
"1743","Sylvia curruca","Sylvia curruca","LWT1","","Haemoproteus","Sylvia curruca","Sylvia_curruca","yes","Sylvia curruca","LWT1 Sylvia curruca"
"1744","Sylvia curruca","Sylvia curruca","WW2","","Haemoproteus","Sylvia curruca","Sylvia_curruca","yes","Sylvia curruca","WW2 Sylvia curruca"
"1745","Sylvia curruca","Sylvia curruca","CWT4","","Haemoproteus","Sylvia curruca","Sylvia_curruca","yes","Sylvia curruca","CWT4 Sylvia curruca"
"1746","Sylvia curruca","Sylvia curruca","GRW11","","Plasmodium","Sylvia curruca","Sylvia_curruca","yes","Sylvia curruca","GRW11 Sylvia curruca"
"1747","Sylvia curruca","Sylvia curruca","LWT2","","Haemoproteus","Sylvia curruca","Sylvia_curruca","yes","Sylvia curruca","LWT2 Sylvia curruca"
"1748","Sylvia curruca","Sylvia curruca","SGS1","","Plasmodium","Sylvia curruca","Sylvia_curruca","yes","Sylvia curruca","SGS1 Sylvia curruca"
"1749","Sylvia deserticola","Sylvia deserticola","SGS1","H011","Plasmodium","Sylvia deserticola","Sylvia_deserticola","yes","Sylvia deserticola","SGS1 Sylvia deserticola"
"1750","Sylvia melanocephala","Sylvia melanocephala","GRW11","","Plasmodium","Sylvia melanocephala","Sylvia_melanocephala","yes","Sylvia melanocephala","GRW11 Sylvia melanocephala"
"1751","Sylvia melanocephala","Sylvia melanocephala","SFC8","H027","Leucocytozoon","Sylvia melanocephala","Sylvia_melanocephala","yes","Sylvia melanocephala","SFC8 Sylvia melanocephala"
"1752","Sylvia melanocephala","Sylvia melanocephala","LK06","H158","Plasmodium","Sylvia melanocephala","Sylvia_melanocephala","yes","Sylvia melanocephala","LK06 Sylvia melanocephala"
"1753","Sylvia melanocephala","Sylvia melanocephala","SGS1","","Plasmodium","Sylvia melanocephala","Sylvia_melanocephala","yes","Sylvia melanocephala","SGS1 Sylvia melanocephala"
"1754","Sylvia melanocephala","Sylvia melanocephala","REB11","","Leucocytozoon","Sylvia melanocephala","Sylvia_melanocephala","yes","Sylvia melanocephala","REB11 Sylvia melanocephala"
"1755","Sylvia nisoria","Sylvia nisoria","GRW11","H010","Plasmodium","Sylvia nisoria","Sylvia_nisoria","yes","Sylvia nisoria","GRW11 Sylvia nisoria"
"1756","Sylvia nisoria","Sylvia nisoria","SYNIS2","","Haemoproteus","Sylvia nisoria","Sylvia_nisoria","yes","Sylvia nisoria","SYNIS2 Sylvia nisoria"
"1757","Sylvia nisoria","Sylvia nisoria","SYNIS1","","Haemoproteus","Sylvia nisoria","Sylvia_nisoria","yes","Sylvia nisoria","SYNIS1 Sylvia nisoria"
"1758","Sylvia undata","Sylvia undata","SGS1","H011","Plasmodium","Sylvia undata","Sylvia_undata","yes","Sylvia undata","SGS1 Sylvia undata"
"1759","Synallaxis azarae","Synallaxis azarae","TROAED20","","Haemoproteus","Synallaxis azarae","Synallaxis_azarae","yes","Synallaxis azarae","TROAED20 Synallaxis azarae"
"1760","Synallaxis azarae","Synallaxis azarae","PHEMEL02","","Haemoproteus","Synallaxis azarae","Synallaxis_azarae","yes","Synallaxis azarae","PHEMEL02 Synallaxis azarae"
"1761","Syndactyla rufosuperciliata","Syndactyla rufosuperciliata","TROAED02","ZONCAP015","Leucocytozoon","Syndactyla rufosuperciliata",NA,NA,"Syndactyla rufosuperciliata","TROAED02 Syndactyla rufosuperciliata"
"1762","Tachycineta bicolor","Tachycineta bicolor","CB1","","Leucocytozoon","Tachycineta bicolor","Tachycineta_bicolor","yes","Tachycineta bicolor","CB1 Tachycineta bicolor"
"1763","Tachycineta bicolor","Tachycineta bicolor","BT7","","Plasmodium","Tachycineta bicolor","Tachycineta_bicolor","yes","Tachycineta bicolor","BT7 Tachycineta bicolor"
"1764","Tachycineta bicolor","Tachycineta bicolor","CATUST05","","Plasmodium","Tachycineta bicolor","Tachycineta_bicolor","yes","Tachycineta bicolor","CATUST05 Tachycineta bicolor"
"1765","Tachycineta bicolor","Tachycineta bicolor","SEIAUR01","P1","Plasmodium","Tachycineta bicolor","Tachycineta_bicolor","yes","Tachycineta bicolor","SEIAUR01 Tachycineta bicolor"
"1766","Tachycineta meyeni","Tachycineta meyeni","PROSUB01","H55","Haemoproteus","Tachycineta meyeni",NA,NA,"Tachycineta meyeni","PROSUB01 Tachycineta meyeni"
"1767","Tachycineta thalassina","Tachycineta thalassina","TABI10","TACTHA02","Haemoproteus","Tachycineta thalassina","Tachycineta_thalassina","yes","Tachycineta thalassina","TABI10 Tachycineta thalassina"
"1768","Tachyphonus cristatus","Tachyphonus cristatus","TACCRI01","","Haemoproteus","Tachyphonus cristatus","Tachyphonus_cristatus","yes","Tachyphonus cristatus","TACCRI01 Tachyphonus cristatus"
"1769","Tachyphonus rufus","Tachyphonus rufus","TACRUB03","","Haemoproteus","Tachyphonus rufus","Tachyphonus_rufus","yes","Tachyphonus rufus","TACRUB03 Tachyphonus rufus"
"1770","Tachyphonus rufus","Tachyphonus rufus","TACRUB02","","Haemoproteus","Tachyphonus rufus","Tachyphonus_rufus","yes","Tachyphonus rufus","TACRUB02 Tachyphonus rufus"
"1771","Tachyphonus rufus","Tachyphonus rufus","BAFLA04","","Plasmodium","Tachyphonus rufus","Tachyphonus_rufus","yes","Tachyphonus rufus","BAFLA04 Tachyphonus rufus"
"1772","Tachyphonus rufus","Tachyphonus rufus","PADOM11","","Plasmodium","Tachyphonus rufus","Tachyphonus_rufus","yes","Tachyphonus rufus","PADOM11 Tachyphonus rufus"
"1773","Tangara argyrofenges","Tangara argyrofenges","TANICT01","","Haemoproteus","Tangara argyrofenges",NA,NA,"Tangara argyrofenges","TANICT01 Tangara argyrofenges"
"1774","Tangara cayana","Tangara cayana","BAFLA04","","Plasmodium","Tangara cayana","Tangara_cayana","yes","Tangara cayana","BAFLA04 Tangara cayana"
"1775","Tangara chilensis","Tangara chilensis","TANCHI02","","Haemoproteus","Tangara chilensis","Tangara_chilensis","yes","Tangara chilensis","TANCHI02 Tangara chilensis"
"1776","Tangara chilensis","Tangara chilensis","TANCHI01","","Haemoproteus","Tangara chilensis","Tangara_chilensis","yes","Tangara chilensis","TANCHI01 Tangara chilensis"
"1777","Tangara cyanicollis","Tangara cyanicollis","TANCYA02","","Haemoproteus","Tangara cyanicollis","Tangara_cyanicollis","yes","Tangara cyanicollis","TANCYA02 Tangara cyanicollis"
"1778","Tangara cyanicollis","Tangara cyanicollis","TANCYA01","","Haemoproteus","Tangara cyanicollis","Tangara_cyanicollis","yes","Tangara cyanicollis","TANCYA01 Tangara cyanicollis"
"1779","Tangara gyrola","Tangara gyrola","TASCH01","","Haemoproteus","Tangara gyrola","Tangara_gyrola","yes","Tangara gyrola","TASCH01 Tangara gyrola"
"1780","Tangara labradorides","Tangara labradorides","TANLAB01","","Haemoproteus","Tangara labradorides",NA,NA,"Tangara labradorides","TANLAB01 Tangara labradorides"
"1781","Tangara labradorides","Tangara labradorides","CYCYAN01","","Haemoproteus","Tangara labradorides",NA,NA,"Tangara labradorides","CYCYAN01 Tangara labradorides"
"1782","Tangara nigrocincta","Tangara nigrocincta","TANIG01","","Haemoproteus","Tangara nigrocincta",NA,NA,"Tangara nigrocincta","TANIG01 Tangara nigrocincta"
"1783","Tangara nigroviridis","Tangara nigroviridis","TANIG01","TANIG01","Haemoproteus","Tangara nigroviridis","Tangara_nigroviridis","yes","Tangara nigroviridis","TANIG01 Tangara nigroviridis"
"1784","Tangara parzudakii","Tangara parzudakii","TANSCH01","","Plasmodium","Tangara parzudakii",NA,NA,"Tangara parzudakii","TANSCH01 Tangara parzudakii"
"1785","Tangara parzudakii","Tangara parzudakii","TASCH01","","Haemoproteus","Tangara parzudakii",NA,NA,"Tangara parzudakii","TASCH01 Tangara parzudakii"
"1786","Tangara parzudakii","Tangara parzudakii","CYCYAN01","","Haemoproteus","Tangara parzudakii",NA,NA,"Tangara parzudakii","CYCYAN01 Tangara parzudakii"
"1787","Tangara preciosa","Tangara preciosa","PADOM09","P11","Plasmodium","Tangara preciosa","Tangara_preciosa","yes","Tangara preciosa","PADOM09 Tangara preciosa"
"1788","Tangara ruficervix","Tangara ruficervix","CYCYAN01","","Haemoproteus","Tangara ruficervix",NA,NA,"Tangara ruficervix","CYCYAN01 Tangara ruficervix"
"1789","Tangara schrankii","Tangara schrankii","TASCH01","","Haemoproteus","Tangara schrankii","Tangara_schrankii","yes","Tangara schrankii","TASCH01 Tangara schrankii"
"1790","Tangara schrankii","Tangara schrankii","LEPCOR05","VOLJAC03","Plasmodium","Tangara schrankii","Tangara_schrankii","yes","Tangara schrankii","LEPCOR05 Tangara schrankii"
"1791","Tangara schrankii","Tangara schrankii","TANCYA01","","Haemoproteus","Tangara schrankii","Tangara_schrankii","yes","Tangara schrankii","TANCYA01 Tangara schrankii"
"1792","Tangara vassorii","Tangara vassorii","TANIG01","TANIG01","Haemoproteus","Tangara vassorii","Tangara_vassorii","yes","Tangara vassorii","TANIG01 Tangara vassorii"
"1793","Tangara vassorii","Tangara vassorii","TROAED02","ZONCAP015","Leucocytozoon","Tangara vassorii","Tangara_vassorii","yes","Tangara vassorii","TROAED02 Tangara vassorii"
"1794","Tangara vassorii","Tangara vassorii","ANILAC01","","Leucocytozoon","Tangara vassorii","Tangara_vassorii","yes","Tangara vassorii","ANILAC01 Tangara vassorii"
"1795","Tangara viridicollis","Tangara viridicollis","TANICT01","","Haemoproteus","Tangara viridicollis",NA,NA,"Tangara viridicollis","TANICT01 Tangara viridicollis"
"1796","Tangara viridicollis","Tangara viridicollis","TANIG01","","Haemoproteus","Tangara viridicollis",NA,NA,"Tangara viridicollis","TANIG01 Tangara viridicollis"
"1797","Tangara xanthocephala","Tangara xanthocephala","TANSCH01","","Plasmodium","Tangara xanthocephala",NA,NA,"Tangara xanthocephala","TANSCH01 Tangara xanthocephala"
"1798","Tarsiger cyanurus","Luscinia cyanura","BT1","TACY01","Leucocytozoon","Luscinia cyanura","Tarsiger_cyanurus","no","Tarsiger cyanurus","BT1 Tarsiger cyanurus"
"1799","Tarsiger cyanurus","Luscinia cyanura","BT7","P-LIN15","Plasmodium","Luscinia cyanura","Tarsiger_cyanurus","no","Tarsiger cyanurus","BT7 Tarsiger cyanurus"
"1800","Tauraco persa","Tauraco persa","TAUPER01","","Haemoproteus","Tauraco persa","Tauraco_persa","yes","Tauraco persa","TAUPER01 Tauraco persa"
"1801","Terpsiphone rufiventer","Terpsiphone rufiventer","TERUF01","WAH22","Haemoproteus","Terpsiphone rufiventer","Terpsiphone_rufiventer","yes","Terpsiphone rufiventer","TERUF01 Terpsiphone rufiventer"
"1802","Terpsiphone viridis","Terpsiphone viridis","TERUF01","WAH22","Haemoproteus","Terpsiphone viridis","Terpsiphone_viridis","yes","Terpsiphone viridis","TERUF01 Terpsiphone viridis"
"1803","Thamnomanes caesius","Thamnomanes caesius","CYCYA01","","Plasmodium","Thamnomanes caesius","Thamnomanes_caesius","yes","Thamnomanes caesius","CYCYA01 Thamnomanes caesius"
"1804","Thamnomanes caesius","Thamnomanes caesius","THACAE09","","Plasmodium","Thamnomanes caesius","Thamnomanes_caesius","yes","Thamnomanes caesius","THACAE09 Thamnomanes caesius"
"1805","Thamnomanes caesius","Thamnomanes caesius","THACAE08","","Plasmodium","Thamnomanes caesius","Thamnomanes_caesius","yes","Thamnomanes caesius","THACAE08 Thamnomanes caesius"
"1806","Thamnophilus ambiguus","Thamnophilus ambiguus","THAMB08","THAMB08","Plasmodium","Thamnophilus ambiguus","Thamnophilus_ambiguus","yes","Thamnophilus ambiguus","THAMB08 Thamnophilus ambiguus"
"1807","Thamnophilus ambiguus","Thamnophilus ambiguus","THAMB02","THAMB02","Plasmodium","Thamnophilus ambiguus","Thamnophilus_ambiguus","yes","Thamnophilus ambiguus","THAMB02 Thamnophilus ambiguus"
"1808","Thamnophilus murinus","Thamnophilus murinus","THACAE01","","Plasmodium","Thamnophilus murinus","Thamnophilus_murinus","yes","Thamnophilus murinus","THACAE01 Thamnophilus murinus"
"1809","Thamnophilus nigrocinereus","Thamnophilus nigrocinereus","THASAT06","","Plasmodium","Thamnophilus nigrocinereus","Thamnophilus_nigrocinereus","yes","Thamnophilus nigrocinereus","THASAT06 Thamnophilus nigrocinereus"
"1810","Thamnophilus schistaceus","Thamnophilus schistaceus","AUTPAR01","","Plasmodium","Thamnophilus schistaceus","Thamnophilus_schistaceus","yes","Thamnophilus schistaceus","AUTPAR01 Thamnophilus schistaceus"
"1811","Thlypopsis ornata","Thlypopsis ornata","CNERUB01","","Haemoproteus","Thlypopsis ornata",NA,NA,"Thlypopsis ornata","CNERUB01 Thlypopsis ornata"
"1812","Thraupis bonariensis","Thraupis bonariensis","ZOCAP19","H13","Haemoproteus","Thraupis bonariensis",NA,NA,"Thraupis bonariensis","ZOCAP19 Thraupis bonariensis"
"1813","Thraupis cyanocephala","Thraupis cyanocephala","DIGCAE01","","Haemoproteus","Thraupis cyanocephala","Thraupis_cyanocephala","yes","Thraupis cyanocephala","DIGCAE01 Thraupis cyanocephala"
