"","tip","X","species","Lineage_Name","Alt_Lineage_Name","parasiteGenus","mal_original","Jetz.species","match","Scientific","id","Species3","Order3"
"1561","Troglodytes aedon",1842,"Troglodytes aedon","TROAED16","H5","Haemoproteus","Troglodytes aedon","Troglodytes_aedon","yes","Troglodytes aedon","TROAED16 Troglodytes aedon","Troglodytes aedon","Passeriformes"
"1562","Troglodytes aedon",1849,"Troglodytes musculus","PADOM09","ChP1","Plasmodium","Troglodytes musculus","Troglodytes_aedon","no","Troglodytes aedon","PADOM09 Troglodytes aedon","Troglodytes aedon","Passeriformes"
"1563","Troglodytes troglodytes",1850,"Troglodytes troglodytes","TURDUS1","","Plasmodium","Troglodytes troglodytes","Troglodytes_troglodytes","yes","Troglodytes troglodytes","TURDUS1 Troglodytes troglodytes","Troglodytes troglodytes","Passeriformes"
"1564","Troglodytes troglodytes",1851,"Troglodytes troglodytes","BT7","","Plasmodium","Troglodytes troglodytes","Troglodytes_troglodytes","yes","Troglodytes troglodytes","BT7 Troglodytes troglodytes","Troglodytes troglodytes","Passeriformes"
"1565","Troglodytes troglodytes",1852,"Troglodytes troglodytes","SGS1","H011","Plasmodium","Troglodytes troglodytes","Troglodytes_troglodytes","yes","Troglodytes troglodytes","SGS1 Troglodytes troglodytes","Troglodytes troglodytes","Passeriformes"
"1566","Troglodytes troglodytes",1853,"Troglodytes troglodytes","GRW11","H010","Plasmodium","Troglodytes troglodytes","Troglodytes_troglodytes","yes","Troglodytes troglodytes","GRW11 Troglodytes troglodytes","Troglodytes troglodytes","Passeriformes"
"1567","Troglodytes troglodytes",1855,"Troglodytes troglodytes","PARUS21","H201","Leucocytozoon","Troglodytes troglodytes","Troglodytes_troglodytes","yes","Troglodytes troglodytes","PARUS21 Troglodytes troglodytes","Troglodytes troglodytes","Passeriformes"
"1568","Troglodytes troglodytes",1854,"Troglodytes troglodytes","SFC8","H027","Leucocytozoon","Troglodytes troglodytes","Troglodytes_troglodytes","yes","Troglodytes troglodytes","SFC8 Troglodytes troglodytes","Troglodytes troglodytes","Passeriformes"
"1569","Turdus albicollis",1859,"Turdus albicollis","TURALB05","","Plasmodium","Turdus albicollis","Turdus_albicollis","yes","Turdus albicollis","TURALB05 Turdus albicollis","Turdus albicollis","Passeriformes"
"1570","Turdus albicollis",1860,"Turdus albicollis","TURALB01","","Plasmodium","Turdus albicollis","Turdus_albicollis","yes","Turdus albicollis","TURALB01 Turdus albicollis","Turdus albicollis","Passeriformes"
"1571","Turdus albicollis",1858,"Turdus albicollis","TURALB03","","Plasmodium","Turdus albicollis","Turdus_albicollis","yes","Turdus albicollis","TURALB03 Turdus albicollis","Turdus albicollis","Passeriformes"
"1572","Turdus albicollis",1857,"Turdus albicollis","TUMIG03","","Plasmodium","Turdus albicollis","Turdus_albicollis","yes","Turdus albicollis","TUMIG03 Turdus albicollis","Turdus albicollis","Passeriformes"
"1573","Turdus amaurochalinus",1861,"Turdus amaurochalinus","GLYSPI06","","Plasmodium","Turdus amaurochalinus","Turdus_amaurochalinus","yes","Turdus amaurochalinus","GLYSPI06 Turdus amaurochalinus","Turdus amaurochalinus","Passeriformes"
"1574","Turdus amaurochalinus",1862,"Turdus amaurochalinus","TUAMA01","TUAMA01","Plasmodium","Turdus amaurochalinus","Turdus_amaurochalinus","yes","Turdus amaurochalinus","TUAMA01 Turdus amaurochalinus","Turdus amaurochalinus","Passeriformes"
"1575","Turdus amaurochalinus",1863,"Turdus amaurochalinus","TUMIG03","TUMIG03","Plasmodium","Turdus amaurochalinus","Turdus_amaurochalinus","yes","Turdus amaurochalinus","TUMIG03 Turdus amaurochalinus","Turdus amaurochalinus","Passeriformes"
"1576","Turdus chiguanco",1864,"Turdus chiguanco","TUMIG03","","Plasmodium","Turdus chiguanco",NA,NA,"Turdus chiguanco","TUMIG03 Turdus chiguanco","Turdus chiguanco","Passeriformes"
"1577","Turdus chiguanco",1865,"Turdus chiguanco","TURSER01","","Leucocytozoon","Turdus chiguanco",NA,NA,"Turdus chiguanco","TURSER01 Turdus chiguanco","Turdus chiguanco","Passeriformes"
"1578","Turdus falcklandii",1866,"Turdus falcklandii","TUMIG03","ChP2","Plasmodium","Turdus falcklandii","Turdus_falcklandii","yes","Turdus falcklandii","TUMIG03 Turdus falcklandii","Turdus falcklandii","Passeriformes"
"1579","Turdus falcklandii",1867,"Turdus falcklandii","CATUST05","","Plasmodium","Turdus falcklandii","Turdus_falcklandii","yes","Turdus falcklandii","CATUST05 Turdus falcklandii","Turdus falcklandii","Passeriformes"
"1580","Turdus falcklandii",1868,"Turdus falcklandii","CURCUR01","","Plasmodium","Turdus falcklandii","Turdus_falcklandii","yes","Turdus falcklandii","CURCUR01 Turdus falcklandii","Turdus falcklandii","Passeriformes"
"1581","Turdus falcklandii",1869,"Turdus falcklandii","TURFAL07","","Leucocytozoon","Turdus falcklandii","Turdus_falcklandii","yes","Turdus falcklandii","TURFAL07 Turdus falcklandii","Turdus falcklandii","Passeriformes"
"1582","Turdus falcklandii",1870,"Turdus falcklandii","TURFAL05","","Leucocytozoon","Turdus falcklandii","Turdus_falcklandii","yes","Turdus falcklandii","TURFAL05 Turdus falcklandii","Turdus falcklandii","Passeriformes"
"1583","Turdus falcklandii",1871,"Turdus falcklandii","TUFAL01","ChL9","Leucocytozoon","Turdus falcklandii","Turdus_falcklandii","yes","Turdus falcklandii","TUFAL01 Turdus falcklandii","Turdus falcklandii","Passeriformes"
"1584","Turdus flavipes",1873,"Turdus flavipes","TURALB01","","Plasmodium","Turdus flavipes","Turdus_flavipes","yes","Turdus flavipes","TURALB01 Turdus flavipes","Turdus flavipes","Passeriformes"
"1585","Turdus flavipes",1872,"Turdus flavipes","TURFLA01","","Plasmodium","Turdus flavipes","Turdus_flavipes","yes","Turdus flavipes","TURFLA01 Turdus flavipes","Turdus flavipes","Passeriformes"
"1586","Turdus flavipes",1874,"Turdus flavipes","TUMIG03","","Plasmodium","Turdus flavipes","Turdus_flavipes","yes","Turdus flavipes","TUMIG03 Turdus flavipes","Turdus flavipes","Passeriformes"
"1587","Turdus flavipes",1875,"Turdus flavipes","DENPET03","","Plasmodium","Turdus flavipes","Turdus_flavipes","yes","Turdus flavipes","DENPET03 Turdus flavipes","Turdus flavipes","Passeriformes"
"1588","Turdus fulviventris",1876,"Turdus fulviventris","TURDUS2","","Haemoproteus","Turdus fulviventris",NA,NA,"Turdus fulviventris","TURDUS2 Turdus fulviventris","Turdus fulviventris","Passeriformes"
"1589","Turdus fumigatus",1877,"Turdus fumigatus","THASAT06","","Plasmodium","Turdus fumigatus","Turdus_fumigatus","yes","Turdus fumigatus","THASAT06 Turdus fumigatus","Turdus fumigatus","Passeriformes"
"1590","Turdus fuscater",1878,"Turdus fuscater","TFUS06","ADG-2013","Plasmodium","Turdus fuscater","Turdus_fuscater","yes","Turdus fuscater","TFUS06 Turdus fuscater","Turdus fuscater","Passeriformes"
"1591","Turdus hauxwelli",1879,"Turdus hauxwelli","DENPET03","","Plasmodium","Turdus hauxwelli","Turdus_hauxwelli","yes","Turdus hauxwelli","DENPET03 Turdus hauxwelli","Turdus hauxwelli","Passeriformes"
"1592","Turdus iliacus",1880,"Turdus iliacus","TUCHR01","","Haemoproteus","Turdus iliacus","Turdus_iliacus","yes","Turdus iliacus","TUCHR01 Turdus iliacus","Turdus iliacus","Passeriformes"
"1593","Turdus leucomelas",1881,"Turdus leucomelas","SPMAG06","","Plasmodium","Turdus leucomelas","Turdus_leucomelas","yes","Turdus leucomelas","SPMAG06 Turdus leucomelas","Turdus leucomelas","Passeriformes"
"1594","Turdus leucomelas",1886,"Turdus leucomelas","TULEU03","TULEU03","Plasmodium","Turdus leucomelas","Turdus_leucomelas","yes","Turdus leucomelas","TULEU03 Turdus leucomelas","Turdus leucomelas","Passeriformes"
"1595","Turdus leucomelas",1887,"Turdus leucomelas","DENPET03","DENPET03","Plasmodium","Turdus leucomelas","Turdus_leucomelas","yes","Turdus leucomelas","DENPET03 Turdus leucomelas","Turdus leucomelas","Passeriformes"
"1596","Turdus leucomelas",1883,"Turdus leucomelas","TULEU06","TULEU06","Plasmodium","Turdus leucomelas","Turdus_leucomelas","yes","Turdus leucomelas","TULEU06 Turdus leucomelas","Turdus leucomelas","Passeriformes"
"1597","Turdus leucomelas",1884,"Turdus leucomelas","TULEU02","TULEU02","Plasmodium","Turdus leucomelas","Turdus_leucomelas","yes","Turdus leucomelas","TULEU02 Turdus leucomelas","Turdus leucomelas","Passeriformes"
"1598","Turdus leucomelas",1885,"Turdus leucomelas","GRW06","GRW06","Plasmodium","Turdus leucomelas","Turdus_leucomelas","yes","Turdus leucomelas","GRW06 Turdus leucomelas","Turdus leucomelas","Passeriformes"
"1599","Turdus leucomelas",1882,"Turdus leucomelas","TULEU01","TULEU01","Plasmodium","Turdus leucomelas","Turdus_leucomelas","yes","Turdus leucomelas","TULEU01 Turdus leucomelas","Turdus leucomelas","Passeriformes"
"1600","Turdus leucops",1888,"Turdus leucops","TUAMA01","","Plasmodium","Turdus leucops",NA,NA,"Turdus leucops","TUAMA01 Turdus leucops","Turdus leucops","Passeriformes"
"1601","Turdus leucops",1889,"Turdus leucops","BAEBIC02","","Plasmodium","Turdus leucops",NA,NA,"Turdus leucops","BAEBIC02 Turdus leucops","Turdus leucops","Passeriformes"
"1602","Turdus leucops",1890,"Turdus leucops","CATUST06","","Plasmodium","Turdus leucops",NA,NA,"Turdus leucops","CATUST06 Turdus leucops","Turdus leucops","Passeriformes"
"1603","Turdus lherminieri",1891,"Cichlherminia lherminieri","TUMIG22","","Plasmodium","Cichlherminia lherminieri",NA,NA,"Turdus lherminieri","TUMIG22 Turdus lherminieri","Turdus lherminieri","Passeriformes"
"1604","Turdus lherminieri",1892,"Cichlherminia lherminieri","DONANA05","","Plasmodium","Cichlherminia lherminieri",NA,NA,"Turdus lherminieri","DONANA05 Turdus lherminieri","Turdus lherminieri","Passeriformes"
"1605","Turdus lherminieri",1893,"Cichlherminia lherminieri","PADOM11","","Plasmodium","Cichlherminia lherminieri",NA,NA,"Turdus lherminieri","PADOM11 Turdus lherminieri","Turdus lherminieri","Passeriformes"
"1606","Turdus lherminieri",1894,"Cichlherminia lherminieri","CATUST05","","Plasmodium","Cichlherminia lherminieri",NA,NA,"Turdus lherminieri","CATUST05 Turdus lherminieri","Turdus lherminieri","Passeriformes"
"1607","Turdus lherminieri",1899,"Cichlherminia lherminieri","TURMER01","","Haemoproteus","Cichlherminia lherminieri",NA,NA,"Turdus lherminieri","TURMER01 Turdus lherminieri","Turdus lherminieri","Passeriformes"
"1608","Turdus lherminieri",1900,"Cichlherminia lherminieri","TUAMA01","","Plasmodium","Cichlherminia lherminieri",NA,NA,"Turdus lherminieri","TUAMA01 Turdus lherminieri","Turdus lherminieri","Passeriformes"
"1609","Turdus lherminieri",1895,"Cichlherminia lherminieri","FRAG07","","Plasmodium","Cichlherminia lherminieri",NA,NA,"Turdus lherminieri","FRAG07 Turdus lherminieri","Turdus lherminieri","Passeriformes"
"1610","Turdus lherminieri",1896,"Cichlherminia lherminieri","TUMIG03","","Plasmodium","Cichlherminia lherminieri",NA,NA,"Turdus lherminieri","TUMIG03 Turdus lherminieri","Turdus lherminieri","Passeriformes"
"1611","Turdus lherminieri",1897,"Cichlherminia lherminieri","SPMAG06","","Plasmodium","Cichlherminia lherminieri",NA,NA,"Turdus lherminieri","SPMAG06 Turdus lherminieri","Turdus lherminieri","Passeriformes"
"1612","Turdus lherminieri",1898,"Cichlherminia lherminieri","GRW06","","Plasmodium","Cichlherminia lherminieri",NA,NA,"Turdus lherminieri","GRW06 Turdus lherminieri","Turdus lherminieri","Passeriformes"
"1613","Turdus libonyanus",1901,"Turdus libonyana","AFTRU4","","Plasmodium","Turdus libonyana","Turdus_libonyanus","no","Turdus libonyanus","AFTRU4 Turdus libonyanus","Turdus libonyanus","Passeriformes"
"1614","Turdus merula",1902,"Turdus merula","TUMER03","H140","Leucocytozoon","Turdus merula","Turdus_merula","yes","Turdus merula","TUMER03 Turdus merula","Turdus merula","Passeriformes"
"1615","Turdus merula",1903,"Turdus merula","TURMER06","","Plasmodium","Turdus merula","Turdus_merula","yes","Turdus merula","TURMER06 Turdus merula","Turdus merula","Passeriformes"
"1616","Turdus merula",1904,"Turdus merula","TURDUS1","","Plasmodium","Turdus merula","Turdus_merula","yes","Turdus merula","TURDUS1 Turdus merula","Turdus merula","Passeriformes"
"1617","Turdus merula",1905,"Turdus merula","TUMER10","","Leucocytozoon","Turdus merula","Turdus_merula","yes","Turdus merula","TUMER10 Turdus merula","Turdus merula","Passeriformes"
"1618","Turdus merula",1906,"Turdus merula","TUMER02","","Leucocytozoon","Turdus merula","Turdus_merula","yes","Turdus merula","TUMER02 Turdus merula","Turdus merula","Passeriformes"
"1619","Turdus merula",1907,"Turdus merula","TUMER01","","Leucocytozoon","Turdus merula","Turdus_merula","yes","Turdus merula","TUMER01 Turdus merula","Turdus merula","Passeriformes"
"1620","Turdus merula",1908,"Turdus merula","SYAT05","","Plasmodium","Turdus merula","Turdus_merula","yes","Turdus merula","SYAT05 Turdus merula","Turdus merula","Passeriformes"
"1621","Turdus merula",1913,"Turdus merula","AFTRU5","","Plasmodium","Turdus merula","Turdus_merula","yes","Turdus merula","AFTRU5 Turdus merula","Turdus merula","Passeriformes"
"1622","Turdus merula",1914,"Turdus merula","NEVE01","","Leucocytozoon","Turdus merula","Turdus_merula","yes","Turdus merula","NEVE01 Turdus merula","Turdus merula","Passeriformes"
"1623","Turdus merula",1915,"Turdus merula","TURDUS2","","Haemoproteus","Turdus merula","Turdus_merula","yes","Turdus merula","TURDUS2 Turdus merula","Turdus merula","Passeriformes"
"1624","Turdus merula",1916,"Turdus merula","LINN1","","Plasmodium","Turdus merula","Turdus_merula","yes","Turdus merula","LINN1 Turdus merula","Turdus merula","Passeriformes"
"1625","Turdus merula",1917,"Turdus merula","TURMER02","","Haemoproteus","Turdus merula","Turdus_merula","yes","Turdus merula","TURMER02 Turdus merula","Turdus merula","Passeriformes"
"1626","Turdus merula",1918,"Turdus merula","TURMER01","","Haemoproteus","Turdus merula","Turdus_merula","yes","Turdus merula","TURMER01 Turdus merula","Turdus merula","Passeriformes"
"1627","Turdus merula",1919,"Turdus merula","LK06","","Plasmodium","Turdus merula","Turdus_merula","yes","Turdus merula","LK06 Turdus merula","Turdus merula","Passeriformes"
"1628","Turdus merula",1920,"Turdus merula","TUCHR01","","Haemoproteus","Turdus merula","Turdus_merula","yes","Turdus merula","TUCHR01 Turdus merula","Turdus merula","Passeriformes"
"1629","Turdus merula",1912,"Turdus merula","NILSUN01","","Plasmodium","Turdus merula","Turdus_merula","yes","Turdus merula","NILSUN01 Turdus merula","Turdus merula","Passeriformes"
"1630","Turdus merula",1909,"Turdus merula","TURMER07","","Plasmodium","Turdus merula","Turdus_merula","yes","Turdus merula","TURMER07 Turdus merula","Turdus merula","Passeriformes"
"1631","Turdus merula",1910,"Turdus merula","GRW06","","Plasmodium","Turdus merula","Turdus_merula","yes","Turdus merula","GRW06 Turdus merula","Turdus merula","Passeriformes"
"1632","Turdus merula",1911,"Turdus merula","TURMER04","","Plasmodium","Turdus merula","Turdus_merula","yes","Turdus merula","TURMER04 Turdus merula","Turdus merula","Passeriformes"
"1633","Turdus migratorius",1921,"Turdus migratorius","CATUST05","","Plasmodium","Turdus migratorius","Turdus_migratorius","yes","Turdus migratorius","CATUST05 Turdus migratorius","Turdus migratorius","Passeriformes"
"1634","Turdus migratorius",1926,"Turdus migratorius","TUMIG06","Par_bird_sp_2","Haemoproteus","Turdus migratorius","Turdus_migratorius","yes","Turdus migratorius","TUMIG06 Turdus migratorius","Turdus migratorius","Passeriformes"
"1635","Turdus migratorius",1927,"Turdus migratorius","COLBF28","","Leucocytozoon","Turdus migratorius","Turdus_migratorius","yes","Turdus migratorius","COLBF28 Turdus migratorius","Turdus migratorius","Passeriformes"
"1636","Turdus migratorius",1928,"Turdus migratorius","SYAT05","","Plasmodium","Turdus migratorius","Turdus_migratorius","yes","Turdus migratorius","SYAT05 Turdus migratorius","Turdus migratorius","Passeriformes"
"1637","Turdus migratorius",1929,"Turdus migratorius","LAIRI01","","Plasmodium","Turdus migratorius","Turdus_migratorius","yes","Turdus migratorius","LAIRI01 Turdus migratorius","Turdus migratorius","Passeriformes"
"1638","Turdus migratorius",1930,"Turdus migratorius","COLBF32","","Leucocytozoon","Turdus migratorius","Turdus_migratorius","yes","Turdus migratorius","COLBF32 Turdus migratorius","Turdus migratorius","Passeriformes"
"1639","Turdus migratorius",1931,"Turdus migratorius","TUMIG09","L.AK14","Leucocytozoon","Turdus migratorius","Turdus_migratorius","yes","Turdus migratorius","TUMIG09 Turdus migratorius","Turdus migratorius","Passeriformes"
"1640","Turdus migratorius",1932,"Turdus migratorius","BT7","P43","Plasmodium","Turdus migratorius","Turdus_migratorius","yes","Turdus migratorius","BT7 Turdus migratorius","Turdus migratorius","Passeriformes"
"1641","Turdus migratorius",1924,"Turdus migratorius","TUMIG08","H.AK02","Haemoproteus","Turdus migratorius","Turdus_migratorius","yes","Turdus migratorius","TUMIG08 Turdus migratorius","Turdus migratorius","Passeriformes"
"1642","Turdus migratorius",1925,"Turdus migratorius","TUMIG03","","Plasmodium","Turdus migratorius","Turdus_migratorius","yes","Turdus migratorius","TUMIG03 Turdus migratorius","Turdus migratorius","Passeriformes"
"1643","Turdus migratorius",1922,"Turdus migratorius","TUMIG11","","Leucocytozoon","Turdus migratorius","Turdus_migratorius","yes","Turdus migratorius","TUMIG11 Turdus migratorius","Turdus migratorius","Passeriformes"
"1644","Turdus migratorius",1923,"Turdus migratorius","TURDUS2","turdus 2,HMA-2012 STTA10H","Haemoproteus","Turdus migratorius","Turdus_migratorius","yes","Turdus migratorius","TURDUS2 Turdus migratorius","Turdus migratorius","Passeriformes"
"1645","Turdus naumanni",1933,"Turdus eunomus","TUREUN01","","Leucocytozoon","Turdus eunomus",NA,NA,"Turdus naumanni","TUREUN01 Turdus naumanni","Turdus naumanni","Passeriformes"
"1646","Turdus nigriceps",1934,"Turdus nigriceps","BAEBIC02","","Plasmodium","Turdus nigriceps","Turdus_nigriceps","yes","Turdus nigriceps","BAEBIC02 Turdus nigriceps","Turdus nigriceps","Passeriformes"
"1647","Turdus nigriceps",1937,"Turdus nigriceps","TUMIG03","","Plasmodium","Turdus nigriceps","Turdus_nigriceps","yes","Turdus nigriceps","TUMIG03 Turdus nigriceps","Turdus nigriceps","Passeriformes"
"1648","Turdus nigriceps",1935,"Turdus nigriceps","TURALB01","TURNIG03","Plasmodium","Turdus nigriceps","Turdus_nigriceps","yes","Turdus nigriceps","TURALB01 Turdus nigriceps","Turdus nigriceps","Passeriformes"
"1649","Turdus nigriceps",1936,"Turdus nigriceps","TUNIG01","TURNIG01","Leucocytozoon","Turdus nigriceps","Turdus_nigriceps","yes","Turdus nigriceps","TUNIG01 Turdus nigriceps","Turdus nigriceps","Passeriformes"
"1650","Turdus pallidus",1938,"Turdus pallidus","BT7","Rinchi-2","Plasmodium","Turdus pallidus","Turdus_pallidus","yes","Turdus pallidus","BT7 Turdus pallidus","Turdus pallidus","Passeriformes"
"1651","Turdus pallidus",1939,"Turdus pallidus","SYAT05","","Plasmodium","Turdus pallidus","Turdus_pallidus","yes","Turdus pallidus","SYAT05 Turdus pallidus","Turdus pallidus","Passeriformes"
"1652","Turdus pelios",1940,"Turdus pelios","AFTRU09","WA40","Plasmodium","Turdus pelios","Turdus_pelios","yes","Turdus pelios","AFTRU09 Turdus pelios","Turdus pelios","Passeriformes"
"1653","Turdus pelios",1941,"Turdus pelios","AFTRU5","","Plasmodium","Turdus pelios","Turdus_pelios","yes","Turdus pelios","AFTRU5 Turdus pelios","Turdus pelios","Passeriformes"
"1654","Turdus pelios",1942,"Turdus pelios","TURPEL01","L_TURPEL01","Leucocytozoon","Turdus pelios","Turdus_pelios","yes","Turdus pelios","TURPEL01 Turdus pelios","Turdus pelios","Passeriformes"
"1655","Turdus pelios",1943,"Turdus pelios","AFTRU3","","Leucocytozoon","Turdus pelios","Turdus_pelios","yes","Turdus pelios","AFTRU3 Turdus pelios","Turdus pelios","Passeriformes"
"1656","Turdus pelios",1944,"Turdus pelios","AFTRU4","","Plasmodium","Turdus pelios","Turdus_pelios","yes","Turdus pelios","AFTRU4 Turdus pelios","Turdus pelios","Passeriformes"
"1657","Turdus pelios",1945,"Turdus pelios","AFTRU1","","Leucocytozoon","Turdus pelios","Turdus_pelios","yes","Turdus pelios","AFTRU1 Turdus pelios","Turdus pelios","Passeriformes"
"1658","Turdus pelios",1946,"Turdus pelios","AFTRU2","","Leucocytozoon","Turdus pelios","Turdus_pelios","yes","Turdus pelios","AFTRU2 Turdus pelios","Turdus pelios","Passeriformes"
"1659","Turdus philomelos",1947,"Turdus philomelos","TUPHI13","","Leucocytozoon","Turdus philomelos","Turdus_philomelos","yes","Turdus philomelos","TUPHI13 Turdus philomelos","Turdus philomelos","Passeriformes"
"1660","Turdus philomelos",1948,"Turdus philomelos","GRW06","","Plasmodium","Turdus philomelos","Turdus_philomelos","yes","Turdus philomelos","GRW06 Turdus philomelos","Turdus philomelos","Passeriformes"
"1661","Turdus philomelos",1953,"Turdus philomelos","SYAT05","H235","Plasmodium","Turdus philomelos","Turdus_philomelos","yes","Turdus philomelos","SYAT05 Turdus philomelos","Turdus philomelos","Passeriformes"
"1662","Turdus philomelos",1954,"Turdus philomelos","TURDUS1","","Plasmodium","Turdus philomelos","Turdus_philomelos","yes","Turdus philomelos","TURDUS1 Turdus philomelos","Turdus philomelos","Passeriformes"
"1663","Turdus philomelos",1955,"Turdus philomelos","LINN1","","Plasmodium","Turdus philomelos","Turdus_philomelos","yes","Turdus philomelos","LINN1 Turdus philomelos","Turdus philomelos","Passeriformes"
"1664","Turdus philomelos",1956,"Turdus philomelos","TUPHI01","","Haemoproteus","Turdus philomelos","Turdus_philomelos","yes","Turdus philomelos","TUPHI01 Turdus philomelos","Turdus philomelos","Passeriformes"
"1665","Turdus philomelos",1957,"Turdus philomelos","TUPHI02","","Leucocytozoon","Turdus philomelos","Turdus_philomelos","yes","Turdus philomelos","TUPHI02 Turdus philomelos","Turdus philomelos","Passeriformes"
"1666","Turdus philomelos",1949,"Turdus philomelos","STUR1","","Leucocytozoon","Turdus philomelos","Turdus_philomelos","yes","Turdus philomelos","STUR1 Turdus philomelos","Turdus philomelos","Passeriformes"
"1667","Turdus philomelos",1950,"Turdus philomelos","TUPHI06","H377","Leucocytozoon","Turdus philomelos","Turdus_philomelos","yes","Turdus philomelos","TUPHI06 Turdus philomelos","Turdus philomelos","Passeriformes"
"1668","Turdus philomelos",1951,"Turdus philomelos","BT7","","Plasmodium","Turdus philomelos","Turdus_philomelos","yes","Turdus philomelos","BT7 Turdus philomelos","Turdus philomelos","Passeriformes"
"1669","Turdus philomelos",1952,"Turdus philomelos","TURDUS2","","Haemoproteus","Turdus philomelos","Turdus_philomelos","yes","Turdus philomelos","TURDUS2 Turdus philomelos","Turdus philomelos","Passeriformes"
"1670","Turdus pilaris",1958,"Turdus pilaris","TUCHR01","","Haemoproteus","Turdus pilaris","Turdus_pilaris","yes","Turdus pilaris","TUCHR01 Turdus pilaris","Turdus pilaris","Passeriformes"
"1671","Turdus rufiventris",1959,"Turdus rufiventris","TURUF03","TURUF01","Plasmodium","Turdus rufiventris","Turdus_rufiventris","yes","Turdus rufiventris","TURUF03 Turdus rufiventris","Turdus rufiventris","Passeriformes"
"1672","Turdus rufiventris",1960,"Turdus rufiventris","DENPET03","DENPET03","Plasmodium","Turdus rufiventris","Turdus_rufiventris","yes","Turdus rufiventris","DENPET03 Turdus rufiventris","Turdus rufiventris","Passeriformes"
"1673","Turdus rufiventris",1961,"Turdus rufiventris","PADOM09","P11","Plasmodium","Turdus rufiventris","Turdus_rufiventris","yes","Turdus rufiventris","PADOM09 Turdus rufiventris","Turdus rufiventris","Passeriformes"
"1674","Turdus rufiventris",1962,"Turdus rufiventris","TUMIG03","16","Plasmodium","Turdus rufiventris","Turdus_rufiventris","yes","Turdus rufiventris","TUMIG03 Turdus rufiventris","Turdus rufiventris","Passeriformes"
"1675","Turdus rufiventris",1963,"Turdus rufiventris","SPMAG06","TRJB16","Plasmodium","Turdus rufiventris","Turdus_rufiventris","yes","Turdus rufiventris","SPMAG06 Turdus rufiventris","Turdus rufiventris","Passeriformes"
"1676","Turdus serranus",1966,"Turdus serranus","TUSER01","TURSER02","Leucocytozoon","Turdus serranus","Turdus_serranus","yes","Turdus serranus","TUSER01 Turdus serranus","Turdus serranus","Passeriformes"
"1677","Turdus serranus",1964,"Turdus serranus","TROAED20","","Haemoproteus","Turdus serranus","Turdus_serranus","yes","Turdus serranus","TROAED20 Turdus serranus","Turdus serranus","Passeriformes"
"1678","Turdus serranus",1965,"Turdus serranus","TUMIG03","","Plasmodium","Turdus serranus","Turdus_serranus","yes","Turdus serranus","TUMIG03 Turdus serranus","Turdus serranus","Passeriformes"
"1679","Turdus serranus",1967,"Turdus serranus","CATUST06","","Plasmodium","Turdus serranus","Turdus_serranus","yes","Turdus serranus","CATUST06 Turdus serranus","Turdus serranus","Passeriformes"
"1680","Turdus viscivorus",1968,"Turdus viscivorus","SYAT05","H235","Plasmodium","Turdus viscivorus","Turdus_viscivorus","yes","Turdus viscivorus","SYAT05 Turdus viscivorus","Turdus viscivorus","Passeriformes"
"1681","Turdus viscivorus",1969,"Turdus viscivorus","SGS1","H011","Plasmodium","Turdus viscivorus","Turdus_viscivorus","yes","Turdus viscivorus","SGS1 Turdus viscivorus","Turdus viscivorus","Passeriformes"
"1682","Turdus viscivorus",1970,"Turdus viscivorus","CUKI1","H241","Haemoproteus","Turdus viscivorus","Turdus_viscivorus","yes","Turdus viscivorus","CUKI1 Turdus viscivorus","Turdus viscivorus","Passeriformes"
"1683","Tylas eduardi",1971,"Tylas eduardi","GRW04","","Plasmodium","Tylas eduardi","Tylas_eduardi","yes","Tylas eduardi","GRW04 Tylas eduardi","Tylas eduardi","Passeriformes"
"1684","Uraeginthus bengalus",1973,"Uraeginthus bengalus","RECOB1","","Haemoproteus","Uraeginthus bengalus","Uraeginthus_bengalus","yes","Uraeginthus bengalus","RECOB1 Uraeginthus bengalus","Uraeginthus bengalus","Passeriformes"
"1685","Vermivora celata",1974,"Vermivora celata","CNEORN01","L Co1,L smokies","Leucocytozoon","Vermivora celata","Vermivora_celata","yes","Vermivora celata","CNEORN01 Vermivora celata","Vermivora celata","Passeriformes"
"1686","Vermivora celata",1975,"Vermivora celata","CB1","ICBI,L fringillinarum,L.AK04","Leucocytozoon","Vermivora celata","Vermivora_celata","yes","Vermivora celata","CB1 Vermivora celata","Vermivora celata","Passeriformes"
"1687","Vermivora peregrina",1976,"Leiothlypis peregrina","CB1","","Leucocytozoon","Leiothlypis peregrina","Vermivora_peregrina","no","Vermivora peregrina","CB1 Vermivora peregrina","Vermivora peregrina","Passeriformes"
"1688","Vireo altiloquus",1980,"Vireo altiloquus","FRAG27","","Haemoproteus","Vireo altiloquus","Vireo_altiloquus","yes","Vireo altiloquus","FRAG27 Vireo altiloquus","Vireo altiloquus","Passeriformes"
"1689","Vireo altiloquus",1981,"Vireo altiloquus","CYCGUJ01","","Plasmodium","Vireo altiloquus","Vireo_altiloquus","yes","Vireo altiloquus","CYCGUJ01 Vireo altiloquus","Vireo altiloquus","Passeriformes"
"1690","Vireo altiloquus",1979,"Vireo altiloquus","VIALT01","27","Haemoproteus","Vireo altiloquus","Vireo_altiloquus","yes","Vireo altiloquus","VIALT01 Vireo altiloquus","Vireo altiloquus","Passeriformes"
