"","tip","lineages","alt_lineages","Species3","Family3","Order3","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand-Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status","WJSpecID","Scientific","TipLabel","PatchClade","Hackett_FineClades","Hackett_CoarseClades","English","FileName","X2010.IUCN.Red.List.category","Taxo","BLFamilyLatin","BLFamilyEnglish","FamSequID","IOCOrder","PassNonPass","OscSubOsc","urban","humanDisturbed"
"39","Actitis macularius","ARRTAC05","","Actitis macularius","Scolopacidae","Charadriiformes",5,3,2,0,4,25.7,16.2,2.7,3.3,24.2,100.4,47.6,52.6,47.5,53,40.4,"Dunning","NA","NO","NA","NA","Wetland","3","3","Carnivore","Aquatic predator","Terrestrial","32.24","69.69","52.38","-107.7295714","13627000.390000001","Extant",4104,"Actitis macularius","Actitis_macularius","Scolopaci","Sandpipers, Jacanas, Seedsnipes, Allies","Sandpipers, Jacanas, Seedsnipes, Allies","Spotted Sandpiper","bow04104","LC","BL3","Scolopacidae","Sandpipers and allies",59,"CHARADRIIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"40","Adelomyia melanogenys","ADEMEL01, TROAED18, ADEMEL02, TROAED20, CATUST06, HEAME01, TROAED15, ZOCAP14, PHEMEL02","SA9, SA10, SA15,SA16","Adelomyia melanogenys","Trochilidae","Apodiformes",54,5,6,43,10,17.9,13.8,2.6,2.1,6,53.1,30.9,20.4,60.2,35.4,4.93,"Dunning","NA","NO","NA","NA","Forest","1","1","Herbivore","Nectarivore","Aerial","-23.59","11.39","-4.42","-73.584328830000004","620219.31000000006","Extant",2665,"Adelomyia melanogenys","Adelomyia_melanogenys","Trochilidae","Hummingbirds","Hummingbirds","Speckled Hummingbird","bow02665","LC","BL3","Trochilidae","Hummingbirds",79,"APODIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"41","Aegithalos caudatus","ACAED02, ACDUM2, BT2, AEGCAU01, AEGCAU02, AEGCAU03, AEGCAU04, AEGCAU05, HYBOR02, ROFI1, PHSIB1","ACAE01, AECA01, AECA02, AECA03, AECA04","Aegithalos caudatus","Aegithalidae","Passeriformes",21,10,11,0,8,7.6,4.5,2.6,3.3,15.8,61.4,13.3,48.2,21.6,79.8,8.6,"Dunning","NA","NO","NA","NA","Forest","2","1","Carnivore","Invertivore","Insessorial","23.12","68.3","51.23","74.925981550000003","20041677.809999999","Extant",9964,"Aegithalos caudatus","Aegithalos_caudatus","S7S8","Leaf-Warblers, Bush-Warblers, Long-tailed Tits","Leaf-Warblers, Bush-Warblers, Long-tailed Tits","Long-tailed Tit","bow09964","LC","BL3","Aegithalidae","Long-tailed Tits",157,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"42","Aegithalos concinnus","AEGCON01","AEGCON01","Aegithalos concinnus","Aegithalidae","Passeriformes",6,3,3,0,4,7.4,4.3,2.5,3,15.5,48.6,8.6,40,17.6,46.8,6.1,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","11.22","36.1","27.15","105.52741709999999","3167482.99","Extant",9970,"Aegithalos concinnus","Aegithalos_concinnus","S7S8","Leaf-Warblers, Bush-Warblers, Long-tailed Tits","Leaf-Warblers, Bush-Warblers, Long-tailed Tits","Black-throated Tit","bow09970","LC","BL3","Aegithalidae","Long-tailed Tits",157,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"43","Aegithina tiphia","AEGTIP01, GLACUC02","P40, P-LIN17","Aegithina tiphia","Aegithinidae","Passeriformes",14,1,12,1,13,17,10.8,4.3,4.5,19.7,61.6,6.2,55.2,10,47.8,12,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-8.85","32.65","15.54","93.441787070000004","6356008.5199999996","Extant",8569,"Aegithina tiphia","Aegithina_tiphia","CC7","Shrike-Flycatchers, Helmetshrikes, Vangas, Butcherbirds, Woodswallows, Allies","Cuckoo-Shrikes, Helmetshrikes, Shrike-Flycatchers, Vangas, Whipbirds, Shrike-Thrushes, Whistlers, Shrikes, Monarchs, Vireos, Orioles, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies","Common Iora","bow08569","LC","BL3","Aegithinidae","Ioras",134,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"44","Aegolius acadicus","PADOM11","","Aegolius acadicus","Strigidae","Strigiformes",5,3,2,0,4,18.2,9.9,7,10.5,23.6,135.2,40.2,95,29.8,78,100.69,"Dunning","NA","NO","NA","NA","Forest","2","3","Carnivore","Vertivore","Insessorial","17.47","61.96","46.64","-101.5453667","5712891.9500000002","Extant",3075,"Aegolius acadicus","Aegolius_acadicus","Strigidae","Owls","Owls, Barn Owls","Northern Saw-whet Owl","bow03075","LC","BL3","Strigidae","Owls",71,"STRIGIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","1","1"
"45","Aegolius funereus","AEFUN03, AEFUN02, TURDUS1, STOCC06, BT2, AEFUN01, ASOT06","","Aegolius funereus","Strigidae","Strigiformes",7,4,3,0,4,18.2,11,7.9,10.5,23.4,169.1,53.2,115.9,31.5,102.5,137.18,"Dunning","NA","NO","NA","NA","Forest","1","2","Carnivore","Vertivore","Insessorial","32.159999999999997","70.23","57.12","32.733161760000002","23596074.829999998","Extant",3073,"Aegolius funereus","Aegolius_funereus","Strigidae","Owls","Owls, Barn Owls","Boreal Owl","bow03073","LC","BL3","Strigidae","Owls",71,"STRIGIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"46","Aegotheles insignis","EUAINS01","","Aegotheles insignis","Aegothelidae","Apodiformes",4,2,2,0,4,19.5,6.1,3.9,4,21.3,165.2,50.2,115,30.4,137,78.5,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-10.220000000000001","-0.46","-5.27","141.89703040000001","168011.22","Extant",3144,"Aegotheles insignis","Aegotheles_insignis","Aegothelidae","Owlet-Nightjars","Owlet-Nightjars","Feline Owlet-nightjar","bow03144","LC","BL3","Aegothelidae","Owlet-nightjars",76,"APODIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"47","Aegypius monachus","AEGMO03, AEMO01, AEMO02, CIAE02","","Aegypius monachus","Accipitridae","Accipitriformes",4,2,2,0,4,87.8,59.9,27.9,39.8,134.2,734.2,302.2,432,41.1,371,9320.55,"Dunning","NA","NO","NA","NA","Forest","2","1","Scavenger","Scavenger","Terrestrial","25.27","54.37","41.63","87.870939199999995","7718571.1900000004","Extant",4655,"Aegypius monachus","Aegypius_monachus","Accipitridae","Hawks, Eagles, Secretarybird","Hawks, Eagles, Secretarybird","Cinereous Vulture","bow04655","NT","BL3","Accipitridae","Osprey, kites, hawks and eagles",36,"ACCIPITRIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"48","Agamia agami","AGAGA01","18","Agamia agami","Ardeidae","Pelecaniformes",5,1,1,3,4,158.8,146,12.5,17.4,98.3,273.6,92.1,184.7,33.4,97.2,566.99,"Dunning","NA","NO","NA","NA","Forest","2","1","Carnivore","Aquatic predator","Terrestrial","-18.440000000000001","19.63","-2.98","-63.923656489999999","7840247.3700000001","Extant",5179,"Agamia agami","Agamia_agami","Ardeidae","Herons","Ibises, Herons","Agami Heron","bow05179","LC","BL3","Ardeidae","Herons and egrets",25,"PELECANIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"49","Agelaioides badius","MOLBAD01, AGEBAD01, AGEBAD03, AGEBAD02, MIMTRI01","37","Agelaioides badius","Icteridae","Passeriformes",15,4,7,4,4,18.3,11.6,5,8.8,25.7,91.6,15.8,75.9,17.2,74.1,45.25,"Dunning","NA","NO","NA","NA","Forest","2","1","Omnivore","Omnivore","Terrestrial","-43.67","-2.79","-24.2","-56.327221110000004","4752390.8","Extant",13444,"Agelaioides badius","Agelaioides_badius","P21","New World Blackbirds","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Bay-winged Cowbird","bow13444","LC","BL3","Icteridae","New World blackbirds",190,"PASSERIFORMES","PASSERIFORMES","Passeri","1","1"
"50","Agelaius phoeniceus","SETCOR17, GEOTRI10, DUMCAR01, COLBF21, CNEORN01, PADOM11, RWB01, SEIAUR01, CARCAR05, QUIQUI01","SPTO_CA_ELW_6P","Agelaius phoeniceus","Icteridae","Passeriformes",7,2,5,0,6,22.7,15.4,5.6,8.8,28,118,27.8,88.9,24,88.9,50.78,"Dunning","NA","NO","NA","NA","Wetland","3","3","Herbivore","Granivore","Generalist","9.66","67.41","44.62","-102.0354961","13703226.949999999","Extant",13402,"Agelaius phoeniceus","Agelaius_phoeniceus","P21","New World Blackbirds","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Red-winged Blackbird","bow13402","LC","BL3","Icteridae","New World blackbirds",190,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"51","Agelastes niger","AGNIG01, AGNIG02","WAH12, NG-226,OI-56,OI-71","Agelastes niger","Numididae","Galliformes",5,0,5,0,4,27.5,16,10.8,9.6,69.7,210.4,37.7,172.3,18,135.8,699.99,"Dunning","NA","NO","NA","NA","Forest","1","1","Omnivore","Omnivore","Terrestrial","-5.43","6.16","1.1000000000000001","16.735883210000001","764292.38","Extant",447,"Agelastes niger","Agelastes_niger","Numididae","Pheasants, Quail, Guineafowl","Pheasants, Quail, Guineafowl","Black Guineafowl","bow00447","LC","BL3","Numididae","Guineafowl",9,"GALLIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"52","Aglaeactis castelnaudii","BAEBIC02, CONCIN02, TROAED06, TROAED20, OCHRUF02, HEAME01","MECSTI01,AGLCAS01,ELAALB07","Aglaeactis castelnaudii","Trochilidae","Apodiformes",5,2,3,0,4,22.9,18.2,2.7,2.2,8.2,74.2,44,30,59.4,46.4,6.7,"Dunning","NA","NO","NA","NA","Shrubland","2","1","Herbivore","Nectarivore","Aerial","-14.28","-9.3699999999999992","-12.27","-73.648620019999996","23294.94","Extant",2692,"Aglaeactis castelnaudii","Aglaeactis_castelnaudii","Trochilidae","Hummingbirds","Hummingbirds","White-tufted Sunbeam","bow02692","LC","BL3","Trochilidae","Hummingbirds",79,"APODIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"53","Aglaeactis cupripennis","TROAED20, BAEBIC02","","Aglaeactis cupripennis","Trochilidae","Apodiformes",38,2,4,32,31,22.5,16.4,2.5,1.8,7.3,81.5,50.8,30.5,62.5,49.9,7.6,"Dunning","NA","NO","NA","NA","Shrubland","2","1","Herbivore","Nectarivore","Aerial","-13.7","8.02","-4.08","-76.667363199999997","224852.99","Extant",2691,"Aglaeactis cupripennis","Aglaeactis_cupripennis","Trochilidae","Hummingbirds","Hummingbirds","Shining Sunbeam","bow02691","LC","BL3","Trochilidae","Hummingbirds",79,"APODIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"54","Aglaiocercus kingi","TROAED20, TROAED18, TROAED02","ZONCAP015","Aglaiocercus kingi","Trochilidae","Apodiformes",24,12,10,2,9,20.6,14.3,2.5,2.2,6.3,58.7,36.7,21.6,62.9,45.8,4.84,"Dunning","NA","NO","NA","NA","Forest","2","1","Herbivore","Nectarivore","Aerial","-17.62","11.35","-2.0299999999999998","-73.675534409999997","267748.93","Extant",2765,"Aglaiocercus kingi","Aglaiocercus_kingi","Trochilidae","Hummingbirds","Hummingbirds","Long-tailed Sylph","bow02765","LC","BL3","Trochilidae","Hummingbirds",79,"APODIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"55","Ailuroedus buccoides","GRW06","","Ailuroedus buccoides","Ptilonorhynchidae","Passeriformes",5,2,3,0,4,29,17,9,12.3,37.9,129.6,26,104,20,89,138,"Dunning","NA","NO","NA","NA","Forest","1","1","Omnivore","Omnivore","Insessorial","-10.68","0.04","-4.5599999999999996","140.4195493","374654.83","Extant",7207,"Ailuroedus buccoides","Ailuroedus_buccoides","BC2","Australian Treecreepers, Bowerbirds","Australian Treecreepers, Bowerbirds","White-eared Catbird","bow07207","LC","BL3","Ptilonorhynchidae","Bowerbirds",114,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"56","Ailuroedus melanotis","AILMEL01, SCEDEN01, GRW06","AILMEL01, AP72, AP75","Ailuroedus melanotis","Ptilonorhynchidae","Passeriformes",5,1,2,2,4,37.5,21,10.7,16,45.8,157.8,32.9,127.4,20.5,115.8,176.89,"Dunning","NA","NO","NA","NA","Forest","1","1","Herbivore","Frugivore","Insessorial","-19.47","-0.52","-9.15","143.2536753","167335.29","Extant",7208,"Ailuroedus melanotis","Ailuroedus_melanotis","BC2","Australian Treecreepers, Bowerbirds","Australian Treecreepers, Bowerbirds","Spotted Catbird","bow07208","LC","BL3","Ptilonorhynchidae","Bowerbirds",114,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"57","Aimophila stolzmanni","SETAUD21, RHYSTO01","","Aimophila stolzmanni","Emberizidae","Passeriformes",4,0,4,0,4,21.2,12,6.2,9.8,20.9,68,5.7,62.3,8.3,56.4,25.57,"Dunning","NA","NO","NA","NA","Shrubland","3","1","Omnivore","Invertivore","Generalist","-7.71","-3.48","-5.35","-80.018699290000001","48995.91","Extant",12583,"Aimophila stolzmanni","Aimophila_stolzmanni","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Tumbes Sparrow","bow12583","LC","BL3","Emberizidae","Buntings, American sparrows and allies",192,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"58","Aix galericulata","AIXGAL01","","Aix galericulata","Anatidae","Anseriformes",5,2,3,0,4,33,20.9,13.5,10.6,34.8,222.2,111.1,110.6,50.1,94.6,567.04,"Dunning","NA","NO","NA","NA","Forest","3","3","Herbivore","Herbivore aquatic","Generalist","21.9","54.31","45.58","131.93704170000001","1904941.91","Extant",660,"Aix galericulata","Aix_galericulata","Anatinae","Ducks, Geese, Other Waterfowl, Screamers","Ducks, Geese, Other Waterfowl, Screamers","Mandarin Duck","bow00660","LC","BL3","Anatidae","Ducks, geese and swans",14,"ANSERIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"59","Alauda arvensis","SW2, ALARV03, SGS1, ALARV04, ALARV02, SYAT05, GRW11, DELURB4, MOALB01, ALARV01","P28","Alauda arvensis","Alaudidae","Passeriformes",29,10,19,0,12,14.8,8.7,4.5,4.8,23.9,108,37.5,70.6,34.7,67.7,37.31,"Dunning","NA","NO","NA","NA","Grassland","3","2","Omnivore","Omnivore","Terrestrial","-47.24","71.13","49.74","74.536364910000003","33005050.82","Extant",11529,"Alauda arvensis","Alauda_arvensis","S3","Larks","Larks, Allies","Eurasian Skylark","bow11529","LC","BL3","Alaudidae","Larks",158,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"60","Alcedo atthis","ROBIN1, GRW06, RW1, ALCATT03, MW1, ALCATT01, ALCATT04, ALCATT02","AAT4, P-LIN33, AAT5, AAT2, AAT3, AAT6, AAT1","Alcedo atthis","Alcedinidae","Coraciiformes",12,2,4,6,4,42.2,32.5,5.7,7.4,9.9,73.3,19.3,52.6,26.9,32.3,31.09,"Dunning","NA","NO","NA","NA","Riverine","2","1","Carnivore","Aquatic predator","Insessorial","-10.94","61.16","39.549999999999997","74.250845609999999","24992154.309999999","Extant",1546,"Alcedo atthis","Alcedo_atthis","Alcedinidae","Kingfishers, Motmots, Todies","Bee-eaters, Kingfishers, Motmots, Todies, Rollers, Ground-Rollers","Common Kingfisher","bow01546","LC","BL3","Alcedinidae","Kingfishers",85,"CORACIIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","1","1"
"61","Alcedo leucogaster","ALCLEU01, ALCLEU03, ALCLEU02","H59, WAH1, WAH2","Alcedo leucogaster","Alcedinidae","Coraciiformes",29,2,3,24,6,30.9,24.3,5.8,6.6,10.1,55.2,11.1,44.2,20.1,23.5,14.5,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Aquatic predator","Insessorial","-11.1","13.22","1.85","15.2648724","2739779.01","Extant",1559,"Alcedo leucogaster","Alcedo_leucogaster","Alcedinidae","Kingfishers, Motmots, Todies","Bee-eaters, Kingfishers, Motmots, Todies, Rollers, Ground-Rollers","White-bellied Kingfisher","bow01559","LC","BL3","Alcedinidae","Kingfishers",85,"CORACIIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"62","Alcedo quadribrachys","ALCQUA03, ALCQUA01","B03, WAH4","Alcedo quadribrachys","Alcedinidae","Coraciiformes",5,1,4,0,4,48.4,36.5,7.3,9.2,11.8,77.1,20,57.6,25.8,36,34.9,"Dunning","NA","NO","NA","NA","Wetland","2","1","Carnivore","Aquatic predator","Insessorial","-13.61","13.71","1.58","13.945976419999999","4674328.28","Extant",1548,"Alcedo quadribrachys","Alcedo_quadribrachys","Alcedinidae","Kingfishers, Motmots, Todies","Bee-eaters, Kingfishers, Motmots, Todies, Rollers, Ground-Rollers","Shining Blue Kingfisher","bow01548","LC","BL3","Alcedinidae","Kingfishers",85,"CORACIIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"63","Alcippe brunneicauda","PYCMEL02","","Alcippe brunneicauda","Timaliidae","Passeriformes",6,2,3,1,4,13.9,8.9,3.6,4.2,21,71.7,10.8,61.6,14.8,61.6,14.3,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","-4.1900000000000004","9","1.4","112.090456","764716.7","Extant",11305,"Alcippe brunneicauda","Alcippe_brunneicauda","S12","Babblers II, Old World Warblers II, Allies","Whiteyes, Babblers, Parrotbills, Old World Warblers II, Allies","Brown Fulvetta","bow11305","NT","BL3","Timaliidae","Babblers and parrotbills",163,"PASSERIFORMES","PASSERIFORMES","Passeri","0","1"
"64","Alcippe castaneceps","STANIG02","","Alcippe castaneceps","Timaliidae","Passeriformes",5,2,3,0,4,11.2,6,2.7,2.7,19.1,53.7,7.7,45.6,14.4,41.3,12.5,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","2.6","29.38","21.58","98.311102349999999","1180063.3","Extant",11296,"Alcippe castaneceps","Alcippe_castaneceps","S12","Babblers II, Old World Warblers II, Allies","Whiteyes, Babblers, Parrotbills, Old World Warblers II, Allies","Rufous-winged Fulvetta","bow11296","LC","BL3","Timaliidae","Babblers and parrotbills",163,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"65","Alcippe morrisonia","ALMOR08, ALMOR03, ALMOR10, ALMOR07, ALMOR09, NILTAV01, ALMOR01, ALMOR06, AEGCON01, GRW06, POMFER01, ALMOR04, ALMOR02, ALPOI01","P-LIN23, ALMOR05, P47, P-LIN30","Alcippe morrisonia","Timaliidae","Passeriformes",5,2,3,0,4,12.3,6.7,3,3.8,19.2,60.9,8.2,53.5,13.2,52.4,15.26,"Dunning","NA","NO","NA","NA","Forest","1","2","Omnivore","Invertivore","Insessorial","13.57","34.53","25.8","107.5422111","3103870.07","Extant",11309,"Alcippe morrisonia","Alcippe_morrisonia","S12","Babblers II, Old World Warblers II, Allies","Whiteyes, Babblers, Parrotbills, Old World Warblers II, Allies","Grey-cheeked Fulvetta","bow11309","LC","BL3","Timaliidae","Babblers and parrotbills",163,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"66","Alcippe nipalensis","ALNIP01","","Alcippe nipalensis","Timaliidae","Passeriformes",5,2,3,0,4,12.2,6.7,2.8,3.9,19.9,56,5.2,50.8,9.2,58.2,15.8,"Dunning","NA","NO","NA","NA","Forest","1","1","Omnivore","Invertivore","Insessorial","20.63","29.73","26.01","92.130662920000006","350859.72","Extant",11310,"Alcippe nipalensis","Alcippe_nipalensis","S12","Babblers II, Old World Warblers II, Allies","Whiteyes, Babblers, Parrotbills, Old World Warblers II, Allies","Nepal Fulvetta","bow11310","LC","BL3","Timaliidae","Babblers and parrotbills",163,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"67","Alcippe poioicephala","ALCPOI06, ALPOI02, GARDEL01, ALCPOI02, ALCPOI04, ALCPOI05, ALMOR06, HAECOL1, NILSUN01, ORW1, ALPOI01","","Alcippe poioicephala","Timaliidae","Passeriformes",5,2,3,0,4,14.7,8.2,3.6,4.2,21.2,69.5,7.5,61.6,10.9,65.5,20.7,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Insessorial","8.08","27.5","20.28","91.991334140000006","2023970.47","Extant",11306,"Alcippe poioicephala","Alcippe_poioicephala","S13","Whiteyes, Babblers I, Parrotbills","Whiteyes, Babblers, Parrotbills, Old World Warblers II, Allies","Brown-cheeked Fulvetta","bow11306","LC","BL3","Timaliidae","Babblers and parrotbills",163,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
"68","Alectoris graeca","SGS1","","Alectoris graeca","Phasianidae","Galliformes",6,2,3,1,5,20.8,12.8,8.3,8.7,40.2,155.7,58.3,97.9,36.9,82.3,594.11,"Dunning","NA","NO","NA","NA","Rock","3","1","Herbivore","Herbivore terrestrial","Terrestrial","36.39","47.75","42.95","17.390139720000001","538497.96","Extant",244,"Alectoris graeca","Alectoris_graeca","Phasianidae","Pheasants, Quail, Guineafowl","Pheasants, Quail, Guineafowl","Rock Partridge","bow00244","LC","BL3","Phasianidae","Grouse, pheasants and partridges",11,"GALLIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","0"
"69","Alectoris rufa","COTCOT01, ALERUF01, ALERUF02, ALERUF04, ALERUF05, ALERUF03","ARF3, ARF5, ARF7, ARF9, ARF6","Alectoris rufa","Phasianidae","Galliformes",15,4,11,0,10,23.4,12.7,7.6,8.7,41.3,155.3,39.8,114.7,25.8,90.5,527.86,"Dunning","NA","NO","NA","NA","Shrubland","3","1","Herbivore","Herbivore terrestrial","Terrestrial","36","50.56","42.6","-1.022632124","953692.19","Extant",245,"Alectoris rufa","Alectoris_rufa","Phasianidae","Pheasants, Quail, Guineafowl","Pheasants, Quail, Guineafowl","Red-legged Partridge","bow00245","LC","BL3","Phasianidae","Grouse, pheasants and partridges",11,"GALLIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","0","1"
"70","Alectroenas madagascariensis","FOUMAD02, ALEMAD01","MDG_H01,MDG_H27, MDG_L05","Alectroenas madagascariensis","Columbidae","Columbiformes",4,2,2,0,4,17.5,9.2,4.1,4.2,22.3,171,57.5,113.5,33.6,81.5,173,"Dunning","NA","NO","NA","NA","Forest","2","1","Herbivore","Frugivore","Insessorial","-25.18","-12.44","-19.07","47.650419229999997","311714.71999999997","Extant",3607,"Alectroenas madagascariensis","Alectroenas_madagascariensis","Columbidae","Pigeons, Doves","Pigeons, Doves","Madagascar Blue-pigeon","bow03607","LC","BL3","Columbidae","Doves and pigeons",65,"COLUMBIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","1","1"
"71","Alectura lathami","GRW06","","Alectura lathami","Megapodiidae","Galliformes",4,2,2,0,4,37.8,20.9,12,17.4,80.6,289.8,61.7,228,21.4,218.5,2333.06,"Dunning","NA","NO","NA","NA","Forest","1","1","Herbivore","Omnivore","Terrestrial","-35.15","-10.02","-22.76","148.0877883","642830.5","Extant",195,"Alectura lathami","Alectura_lathami","Megapodiidae","Megapodes","Megapodes","Australian Brush-turkey","bow00195","LC","BL3","Megapodiidae","Megapodes",7,"GALLIFORMES","NONPASSERIFORMES","NONPASSERIFORMES","1","1"
"72","Alethe diademata","ALEDIA01, ALEDIA02","P14, WA19","Alethe diademata","Turdidae","Passeriformes",333,4,5,324,16,18.7,11.5,5,5.3,25.5,89.9,15.3,75.8,16.8,72.2,31.54,"Dunning","NA","NO","NA","NA","Forest","1","1","Carnivore","Invertivore","Generalist","-8.94","12.68","0.98","16.006576630000001","3460273.32","Extant",9027,"Alethe diademata","Alethe_diademata","M6","Chats, Old World Flycatchers","Thrushes, Dippers, Chats, Old World Flycatchers","White-tailed Alethe","bow09027","LC","BL3","Turdidae","Thrushes",178,"PASSERIFORMES","PASSERIFORMES","Passeri","0","0"
